Date,Open,High,Low,Close,Adj Close,Volume
2024-03-19,23.500000,23.830000,22.920000,23.799999,23.799999,43247200
2024-03-20,23.770000,24.650000,23.670000,24.570000,24.570000,40273800
2024-03-21,25.299999,25.330000,24.440001,24.490000,24.490000,37099600
2024-03-22,24.200001,24.475000,24.020000,24.180000,24.180000,25354300
2024-03-25,24.120001,24.620001,24.049999,24.510000,24.510000,29255900
2024-03-26,24.760000,25.469999,24.469999,24.889999,24.889999,43610500
2024-03-27,25.000000,25.480000,24.260000,24.510000,24.510000,38600100
2024-03-28,24.170000,24.280001,22.940001,23.010000,23.010000,70008200
2024-04-01,22.980000,23.209999,22.400000,22.860001,22.860001,41000000
2024-04-02,22.000000,22.790001,21.719999,22.719999,22.719999,39770600
2024-04-03,22.440001,23.010000,22.379999,22.700001,22.700001,30357400
2024-04-04,23.820000,24.100000,22.400000,22.480000,22.480000,64995300
2024-04-05,22.420000,23.320000,22.306999,22.959999,22.959999,38565800
2024-04-08,23.080000,23.200001,22.670000,23.000000,23.000000,25022700
2024-04-09,23.010000,23.087000,22.459999,22.809999,22.809999,27724500
2024-04-10,22.219999,22.709999,22.010000,22.420000,22.420000,28642900
2024-04-11,22.650000,22.910000,22.250000,22.840000,22.840000,26399400
2024-04-12,22.700001,23.200001,22.410000,22.670000,22.670000,36348800
2024-04-15,22.790001,23.129999,21.830000,21.900000,21.900000,38182100
2024-04-16,21.590000,21.990000,21.270000,21.879999,21.879999,33869200
2024-04-17,22.010000,22.110001,21.219999,21.309999,21.309999,30139800
2024-04-18,21.250000,21.430000,20.700001,21.129999,21.129999,34550500
2024-04-19,20.980000,21.430000,20.330000,20.469999,20.469999,39290300
2024-04-22,20.719999,21.080000,20.360001,20.969999,20.969999,31894500
2024-04-23,21.250000,22.059999,21.230000,21.639999,21.639999,36304600
2024-04-24,22.049999,22.250000,21.299999,21.590000,21.590000,34426500
2024-04-25,20.820000,21.740000,20.660000,21.709999,21.709999,26226700
2024-04-26,22.049999,22.670000,21.910000,22.520000,22.520000,33119800
2024-04-29,22.750000,23.090000,22.545000,22.830000,22.830000,30104900
2024-04-30,22.770000,22.870001,21.950001,21.969999,21.969999,30511900
2024-05-01,21.930000,22.830000,21.629999,22.120001,22.120001,34665900
2024-05-02,22.600000,22.715000,22.100000,22.549999,22.549999,30396100
2024-05-03,23.480000,23.639999,22.910000,23.330000,23.330000,55976400
2024-05-06,24.370001,25.355000,24.030001,25.209999,25.209999,175936600
2024-05-07,21.990000,22.700001,21.350000,21.400000,21.400000,161061600
2024-05-08,21.580000,21.730000,21.059999,21.559999,21.559999,67582900
2024-05-09,21.490000,21.580000,20.940001,21.139999,21.139999,54101900
2024-05-10,21.270000,21.370001,20.500000,20.600000,20.600000,59845400
2024-05-13,20.600000,21.190001,20.600000,20.940001,20.940001,37524800
2024-05-14,20.950001,22.070000,20.930000,21.440001,21.440001,57894400
2024-05-15,21.730000,21.809999,21.184999,21.670000,21.670000,39424000
2024-05-16,21.740000,21.870001,21.535000,21.650000,21.650000,27416700
2024-05-17,21.780001,22.169001,21.559999,21.760000,21.760000,30032300
2024-05-20,21.770000,21.770000,21.219999,21.620001,21.620001,35255300
2024-05-21,21.340000,21.450001,21.120001,21.240000,21.240000,27954000
2024-05-22,21.230000,21.420000,21.080000,21.170000,21.170000,25212500
2024-05-23,21.389999,21.520000,20.629999,20.719999,20.719999,36887600
2024-05-24,20.719999,21.150000,20.650000,21.010000,21.010000,22073800
2024-05-28,21.059999,21.219999,20.730000,21.049999,21.049999,26274200
2024-05-29,20.770000,20.990000,20.639999,20.940001,20.940001,24834200
2024-05-30,21.280001,21.959999,21.020000,21.730000,21.730000,47583100
2024-05-31,21.790001,22.200001,21.309999,21.680000,21.680000,44416100
2024-06-03,21.700001,21.790001,21.004999,21.320000,21.320000,33876100
2024-06-04,21.049999,22.260000,21.040001,22.100000,22.100000,41974000
2024-06-05,22.480000,22.980000,22.219999,22.959999,22.959999,39825400
2024-06-06,22.980000,23.950001,22.980000,23.790001,23.790001,60400400
2024-06-07,23.240000,23.570000,23.059999,23.309999,23.309999,37149900
2024-06-10,22.750000,23.160000,22.660000,23.129999,23.129999,31509300
2024-06-11,23.059999,23.950001,22.889999,23.850000,23.850000,30601900
2024-06-12,24.200001,24.330000,23.570000,23.770000,23.770000,38542700
2024-06-13,23.850000,24.139999,23.150000,23.270000,23.270000,26035100
2024-06-14,23.150000,23.719999,22.840000,23.570000,23.570000,26618300
2024-06-17,23.469999,25.059999,23.450001,25.020000,25.020000,54101500
2024-06-18,25.150000,26.025000,24.830000,25.820000,25.820000,54458600
