Date,Open,High,Low,Close,Adj Close,Volume
2019-05-20,717.000000,727.000000,715.020020,718.000000,718.000000,473700
2019-05-21,721.559998,723.000000,714.989990,715.000000,715.000000,441500
2019-05-22,715.000000,718.260010,704.619995,706.039978,706.039978,677400
2019-05-23,682.000000,687.000000,656.140015,667.119995,667.119995,1491000
2019-05-24,670.000000,671.969971,658.729980,662.559998,662.559998,605500
2019-05-28,662.900024,681.640015,662.380005,680.070007,680.070007,644800
2019-05-29,676.400024,676.400024,660.030029,667.969971,667.969971,570800
2019-05-30,667.979980,678.840027,665.010010,678.000000,678.000000,338800
2019-05-31,662.950012,669.000000,657.710022,659.969971,659.969971,634500
2019-06-03,657.630005,667.909973,636.729980,641.659973,641.659973,624600
2019-06-04,649.070007,665.390015,647.950012,662.179993,662.179993,842600
2019-06-05,663.500000,679.479980,663.320007,679.479980,679.479980,678500
2019-06-06,683.150024,694.000000,677.429993,692.179993,692.179993,592000
2019-06-07,698.000000,714.419983,697.849976,709.869995,709.869995,595900
2019-06-10,716.700012,730.000000,714.849976,720.520020,720.520020,540800
2019-06-11,720.510010,730.409973,718.010010,729.239990,729.239990,476700
2019-06-12,733.770020,743.429993,732.219971,737.739990,737.739990,450900
2019-06-13,741.840027,749.250000,728.659973,732.289978,732.289978,417700
2019-06-14,733.880005,742.270020,730.609985,740.590027,740.590027,380900
2019-06-17,743.000000,749.229980,730.010010,731.650024,731.650024,358300
2019-06-18,733.750000,740.000000,724.299988,732.539978,732.539978,384800
2019-06-19,732.190002,737.159973,723.059998,736.349976,736.349976,314300
2019-06-20,742.000000,742.640015,732.729980,738.799988,738.799988,366600
2019-06-21,739.659973,739.659973,726.849976,726.849976,726.849976,362900
2019-06-24,726.770020,731.000000,720.320007,724.130005,724.130005,378300
2019-06-25,733.940002,739.960022,727.739990,733.219971,733.219971,461000
2019-06-26,735.099976,737.830017,723.530029,727.489990,727.489990,288200
2019-06-27,730.299988,730.299988,720.700012,724.119995,724.119995,409000
2019-06-28,723.169983,732.880005,720.570007,732.880005,732.880005,487300
2019-07-01,738.429993,740.530029,723.549988,725.390015,725.390015,391500
2019-07-02,726.150024,729.669983,717.239990,723.080017,723.080017,303500
2019-07-03,722.030029,734.250000,721.369995,730.979980,730.979980,227800
2019-07-05,729.950012,739.809998,728.330017,739.539978,739.539978,328700
